grid,cell,SR_pre,SR_post,dSR
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w120 | day,0.0629521424944828,0.1600474666404861,0.0970953241460033
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w120 | ongap,0.0649125251045452,0.0528188110045666,-0.012093714099978607
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w252 | c2c,0.1571167739792065,0.0677800450017348,-0.0893367289774717
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w252 | o2o,0.2083865140398454,0.1287457469923182,-0.0796407670475272
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w252 | day,-0.1227065221608716,-0.0376210568268286,0.08508546533404301
QNT-14 window grid,night | us_breakeven_5y5y|robustz|w252 | ongap,0.1233542945834237,0.15866101682764,0.0353067222442163
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w60 | c2c,-0.0476988811815344,-0.0499553765661446,-0.002256495384610202
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w60 | o2o,-0.1289093787716117,-0.0047567857860438,0.12415259298556791
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w60 | day,0.0261253100713949,0.1806353333014273,0.1545100232300324
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w60 | ongap,-0.1314693132069803,-0.0114300858614088,0.1200392273455715
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w120 | c2c,-0.0285891092498649,-0.0569110278607176,-0.028321918610852696
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w120 | o2o,0.0935856306820441,0.0047068086928039,-0.0888788219892402
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w120 | day,0.1492641268658527,0.3687617625897817,0.21949763572392902
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w120 | ongap,0.0517400787359559,0.0110984344094601,-0.0406416443264958
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w252 | c2c,0.1242470031430945,-0.0122643067600057,-0.1365113099031002
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w252 | o2o,0.1662628561433168,0.0965008264911913,-0.0697620296521255
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w252 | day,0.076653081515589,0.1411521329067475,0.0644990513911585
QNT-14 window grid,night | us_breakeven_5y5y|bdtanh|w252 | ongap,0.0137969450820821,0.0411348736909575,0.027337928608875402
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w60 | c2c,-0.0056505448814536,-0.0946493907443852,-0.08899884586293161
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w60 | o2o,0.0642922245948512,0.083540911178536,0.019248686583684796
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w60 | day,0.0285625307288363,0.1254130648550729,0.09685053412623659
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w60 | ongap,-0.0801323659647836,-0.1917191330975354,-0.11158676713275181
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w120 | c2c,-0.0117757144559101,-0.0565987117161577,-0.0448229972602476
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w120 | o2o,0.0843387671842166,0.037147896250014,-0.04719087093420259
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w120 | day,0.1467209567085502,0.3025129185791468,0.1557919618705966
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w120 | ongap,0.0398367541940585,-0.0170632969299844,-0.0569000511240429
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w252 | c2c,0.0521641421268701,-0.0769290516830567,-0.12909319380992682
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w252 | o2o,0.0964135518380852,0.0443571115053875,-0.0520564403326977
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w252 | day,0.1344005979858734,0.1918496552569925,0.0574490572711191
QNT-14 window grid,night | us_breakeven_5y5y|rankc|w252 | ongap,0.0371339676603508,0.035154864421027,-0.0019791032393237998
QNT-14 window grid,night | us_breakeven_5y5y|signth|w60 | c2c,-0.0371057142530108,0.0878910419111532,0.124996756164164
QNT-14 window grid,night | us_breakeven_5y5y|signth|w60 | o2o,-0.0692711039191788,0.1060162741571695,0.1752873780763483
QNT-14 window grid,night | us_breakeven_5y5y|signth|w60 | day,0.0068909648384865,0.0022454852755417,-0.0046454795629448
QNT-14 window grid,night | us_breakeven_5y5y|signth|w60 | ongap,-0.0290322415211833,0.0321477581138041,0.061179999634987395
QNT-14 window grid,night | us_breakeven_5y5y|signth|w120 | c2c,-0.1361386173703167,0.0435417979622412,0.1796804153325579
QNT-14 window grid,night | us_breakeven_5y5y|signth|w120 | o2o,-0.0025553974346872,-0.028763833010316,-0.0262084355756288
QNT-14 window grid,night | us_breakeven_5y5y|signth|w120 | day,0.2680089359796604,0.42401085646403,0.15600192048436956
QNT-14 window grid,night | us_breakeven_5y5y|signth|w120 | ongap,-0.0194352671464091,0.0073333947551802,0.0267686619015893
QNT-14 window grid,night | us_breakeven_5y5y|signth|w252 | c2c,0.111725422353909,0.1083824180728744,-0.003343004281034609
QNT-14 window grid,night | us_breakeven_5y5y|signth|w252 | o2o,-0.0571420986029994,0.0725959162151101,0.1297380148181095
QNT-14 window grid,night | us_breakeven_5y5y|signth|w252 | day,0.0306414546523923,0.2991761963231228,0.2685347416707305
QNT-14 window grid,night | us_breakeven_5y5y|signth|w252 | ongap,0.0993808730990225,-0.0551616939929066,-0.1545425670919291
QNT-14 window grid,night | us_breakeven_5y5y|dev|w60 | c2c,0.1031336127136365,-0.1057006157437537,-0.2088342284573902
QNT-14 window grid,night | us_breakeven_5y5y|dev|w60 | o2o,0.1783375607481425,0.0852555784967772,-0.0930819822513653
QNT-14 window grid,night | us_breakeven_5y5y|dev|w60 | day,-0.0730806318522227,0.0398371510285386,0.1129177828807613
QNT-14 window grid,night | us_breakeven_5y5y|dev|w60 | ongap,-0.1348197723661733,-0.0618245933732908,0.07299517899288249
QNT-14 window grid,night | us_breakeven_5y5y|dev|w120 | c2c,0.0185454081953377,-0.0277300786481408,-0.0462754868434785
QNT-14 window grid,night | us_breakeven_5y5y|dev|w120 | o2o,-0.1368567468205964,0.0224046420576282,0.1592613888782246
QNT-14 window grid,night | us_breakeven_5y5y|dev|w120 | day,0.0702572098439935,0.1711889061148086,0.10093169627081511
QNT-14 window grid,night | us_breakeven_5y5y|dev|w120 | ongap,0.0634020427487988,0.0438354844202829,-0.019566558328515907
QNT-14 window grid,night | us_breakeven_5y5y|dev|w252 | c2c,0.0467898807725101,-0.0137044486095313,-0.060494329382041405
QNT-14 window grid,night | us_breakeven_5y5y|dev|w252 | o2o,0.0859970459049388,0.0317521530168971,-0.0542448928880417
QNT-14 window grid,night | us_breakeven_5y5y|dev|w252 | day,0.0439497751644576,0.1099471533473262,0.0659973781828686
QNT-14 window grid,night | us_breakeven_5y5y|dev|w252 | ongap,0.0625082523742351,0.0747926281692572,0.012284375795022104
QNT-14 window grid,night | us_dgs5|selfz|w60 | c2c,-0.0731839557588154,0.0730871117837447,0.14627106754256008
QNT-14 window grid,night | us_dgs5|selfz|w60 | o2o,0.1352395680463013,0.0070901924479856,-0.1281493755983157
QNT-14 window grid,night | us_dgs5|selfz|w60 | day,0.3992519833187679,0.2285378689681922,-0.17071411435057568
QNT-14 window grid,night | us_dgs5|selfz|w60 | ongap,0.3550248482449458,0.3318550720951808,-0.02316977614976501
QNT-14 window grid,night | us_dgs5|selfz|w120 | c2c,-0.0742824032875077,-0.1106924559553028,-0.03641005266779511
QNT-14 window grid,night | us_dgs5|selfz|w120 | o2o,-0.1841024322858433,-0.0825990810745907,0.1015033512112526
QNT-14 window grid,night | us_dgs5|selfz|w120 | day,0.4899135375367864,0.3340275292155996,-0.15588600832118682
QNT-14 window grid,night | us_dgs5|selfz|w120 | ongap,0.2457604497703994,0.2647125782113287,0.018952128440929306
QNT-14 window grid,night | us_dgs5|selfz|w252 | c2c,-0.0227067719089957,-0.01886262169951,0.003844150209485697
QNT-14 window grid,night | us_dgs5|selfz|w252 | o2o,-0.1015868900038044,0.0146559757358419,0.1162428657396463
QNT-14 window grid,night | us_dgs5|selfz|w252 | day,0.3813074807553931,0.2659884233020598,-0.11531905745333332
QNT-14 window grid,night | us_dgs5|selfz|w252 | ongap,0.3328541220329845,0.3413241498072231,0.008470027774238609
QNT-14 window grid,night | us_dgs5|robustz|w60 | c2c,0.104863845173635,0.0934999177003241,-0.0113639274733109
QNT-14 window grid,night | us_dgs5|robustz|w60 | o2o,0.0073515268897278,0.1622140276097208,0.15486250071999302
QNT-14 window grid,night | us_dgs5|robustz|w60 | day,0.2685446279680262,0.1170245011205189,-0.1515201268475073
QNT-14 window grid,night | us_dgs5|robustz|w60 | ongap,0.3079024483003396,0.2864261519321062,-0.021476296368233394
QNT-14 window grid,night | us_dgs5|robustz|w120 | c2c,0.07200856761949,0.0686227234042961,-0.0033858442151939033
QNT-14 window grid,night | us_dgs5|robustz|w120 | o2o,-0.0171873616029643,0.0971785308405982,0.1143658924435625
QNT-14 window grid,night | us_dgs5|robustz|w120 | day,0.3020252301195774,0.1420348916482013,-0.1599903384713761
QNT-14 window grid,night | us_dgs5|robustz|w120 | ongap,0.2556299996558151,0.2703609430780208,0.014730943422205656
QNT-14 window grid,night | us_dgs5|robustz|w252 | c2c,0.1547966417835502,0.1776489160890019,0.022852274305451697
QNT-14 window grid,night | us_dgs5|robustz|w252 | o2o,0.0723347477255389,0.2118705035798942,0.1395357558543553
QNT-14 window grid,night | us_dgs5|robustz|w252 | day,0.2672140008575634,-0.1483596578521947,-0.41557365870975815
QNT-14 window grid,night | us_dgs5|robustz|w252 | ongap,0.3293921921267876,0.3422020450456817,0.012809852918894082
QNT-14 window grid,night | us_dgs5|bdtanh|w60 | c2c,-0.0988861706980322,0.143801602511791,0.2426877732098232
QNT-14 window grid,night | us_dgs5|bdtanh|w60 | o2o,0.1012002400490216,0.0689573787638143,-0.0322428612852073
QNT-14 window grid,night | us_dgs5|bdtanh|w60 | day,0.3511627257762646,0.2900146400572964,-0.06114808571896824
QNT-14 window grid,night | us_dgs5|bdtanh|w60 | ongap,0.3694998018898023,0.281934300827825,-0.0875655010619773
QNT-14 window grid,night | us_dgs5|bdtanh|w120 | c2c,-0.0270073089473148,-0.0762177685360428,-0.049210459588727995
QNT-14 window grid,night | us_dgs5|bdtanh|w120 | o2o,-0.1173606726037657,-0.0359217672385542,0.0814389053652115
QNT-14 window grid,night | us_dgs5|bdtanh|w120 | day,0.374475584862609,0.2671356672315069,-0.10733991763110212
QNT-14 window grid,night | us_dgs5|bdtanh|w120 | ongap,0.1980953753447652,0.2281408067735334,0.0300454314287682
QNT-14 window grid,night | us_dgs5|bdtanh|w252 | c2c,-0.0968297213712993,-0.1070885838614713,-0.010258862490171994
QNT-14 window grid,night | us_dgs5|bdtanh|w252 | o2o,-0.1820012607782552,-0.063727613253248,0.11827364752500721
QNT-14 window grid,night | us_dgs5|bdtanh|w252 | day,0.4685610201392778,0.3509654203455865,-0.11759559979369133
QNT-14 window grid,night | us_dgs5|bdtanh|w252 | ongap,0.2466752776944802,0.2404557849817231,-0.0062194927127570965
QNT-14 window grid,night | us_dgs5|rankc|w60 | c2c,0.0930819525512264,0.2167948825035881,0.12371292995236172
QNT-14 window grid,night | us_dgs5|rankc|w60 | o2o,0.1984319911421004,0.1407888046476747,-0.05764318649442568
QNT-14 window grid,night | us_dgs5|rankc|w60 | day,0.4314383164455805,0.2857884057154006,-0.1456499107301799
QNT-14 window grid,night | us_dgs5|rankc|w60 | ongap,0.2761011893568239,0.2148585156198149,-0.06124267373700898
QNT-14 window grid,night | us_dgs5|rankc|w120 | c2c,-0.1004938541544616,0.1699926270425078,0.2704864811969694
QNT-14 window grid,night | us_dgs5|rankc|w120 | o2o,0.1843168582564852,0.1019812387314717,-0.08233561952501349
QNT-14 window grid,night | us_dgs5|rankc|w120 | day,0.4155146731950794,0.2460670919396327,-0.1694475812554467
QNT-14 window grid,night | us_dgs5|rankc|w120 | ongap,-0.2412148139959145,0.159463702866969,0.40067851686288347
QNT-14 window grid,night | us_dgs5|rankc|w252 | c2c,-0.1487121729381391,0.1732642855218192,0.32197645845995826
QNT-14 window grid,night | us_dgs5|rankc|w252 | o2o,0.2348852553315771,0.1098520120887004,-0.12503324324287668
QNT-14 window grid,night | us_dgs5|rankc|w252 | day,0.4788963807011453,0.3180803814134504,-0.1608159992876949
QNT-14 window grid,night | us_dgs5|rankc|w252 | ongap,-0.1715615445140385,-0.2103249252261098,-0.038763380712071305
QNT-14 window grid,night | us_dgs5|signth|w60 | c2c,-0.1936647436213228,0.0643119248479979,0.2579766684693207
QNT-14 window grid,night | us_dgs5|signth|w60 | o2o,-0.1283200988052861,0.0697223844673744,0.1980424832726605
QNT-14 window grid,night | us_dgs5|signth|w60 | day,0.2708462363197008,0.4161268099503374,0.14528057363063662
QNT-14 window grid,night | us_dgs5|signth|w60 | ongap,0.2693349822172837,0.2874509237440301,0.018115941526746393
QNT-14 window grid,night | us_dgs5|signth|w120 | c2c,-0.0239469898554713,-0.007471464607994,0.0164755252474773
QNT-14 window grid,night | us_dgs5|signth|w120 | o2o,-0.1109135398381299,-0.0123643776222698,0.0985491622158601
QNT-14 window grid,night | us_dgs5|signth|w120 | day,0.2205181438515946,0.1239023989029716,-0.096615744948623
QNT-14 window grid,night | us_dgs5|signth|w120 | ongap,-0.2503900077069443,0.2626171811690425,0.5130071888759868
QNT-14 window grid,night | us_dgs5|signth|w252 | c2c,0.0163076575187933,0.1560796684634323,0.139772010944639
QNT-14 window grid,night | us_dgs5|signth|w252 | o2o,-0.0014930342322744,0.1608775008850742,0.16237053511734859
QNT-14 window grid,night | us_dgs5|signth|w252 | day,0.2022628401380577,0.161131084833397,-0.041131755304660705
QNT-14 window grid,night | us_dgs5|signth|w252 | ongap,0.3882801896014133,0.3183868039435589,-0.06989338565785441
QNT-14 window grid,night | us_dgs5|dev|w60 | c2c,-0.0524953884397988,-0.0810456563273464,-0.028550267887547595
QNT-14 window grid,night | us_dgs5|dev|w60 | o2o,0.0687391379806619,-0.0063711982393895,-0.07511033622005141
QNT-14 window grid,night | us_dgs5|dev|w60 | day,0.4571770582053838,0.3632698617819801,-0.09390719642340367
QNT-14 window grid,night | us_dgs5|dev|w60 | ongap,0.4028345364238507,0.3746287786861666,-0.02820575773768408
QNT-14 window grid,night | us_dgs5|dev|w120 | c2c,-0.097464644162397,-0.096781381565261,0.0006832625971359974
QNT-14 window grid,night | us_dgs5|dev|w120 | o2o,-0.1613666500661029,-0.083185386662563,0.0781812634035399
QNT-14 window grid,night | us_dgs5|dev|w120 | day,0.4889593493364473,0.3866538244378817,-0.10230552489856559
QNT-14 window grid,night | us_dgs5|dev|w120 | ongap,0.2847725009633819,0.292879029456853,0.008106528493471099
QNT-14 window grid,night | us_dgs5|dev|w252 | c2c,-0.1770068508160857,0.1654676318176357,0.3424744826337214
QNT-14 window grid,night | us_dgs5|dev|w252 | o2o,0.2504176536588478,0.141516399028497,-0.10890125463035083
QNT-14 window grid,night | us_dgs5|dev|w252 | day,0.5210587093192752,0.381557546331119,-0.13950116298815624
QNT-14 window grid,night | us_dgs5|dev|w252 | ongap,0.0216486108631822,0.0445263635630357,0.0228777526998535
QNT-14 window grid,night | us_dgs30|selfz|w60 | c2c,0.0969984200823064,0.1479897161404067,0.05099129605810031
QNT-14 window grid,night | us_dgs30|selfz|w60 | o2o,-0.043023792089523,0.0685639815561872,0.11158777364571021
QNT-14 window grid,night | us_dgs30|selfz|w60 | day,0.5122313721752252,0.3731717285103797,-0.13905964366484547
QNT-14 window grid,night | us_dgs30|selfz|w60 | ongap,0.2924303822397692,0.3141205567437067,0.02169017450393751
QNT-14 window grid,night | us_dgs30|selfz|w120 | c2c,0.0497549791489613,0.0537007807467174,0.0039458015977561
QNT-14 window grid,night | us_dgs30|selfz|w120 | o2o,0.041244769937165,0.018483119190847,-0.022761650746318
QNT-14 window grid,night | us_dgs30|selfz|w120 | day,0.5991517658612768,0.4309729576331573,-0.16817880822811954
QNT-14 window grid,night | us_dgs30|selfz|w120 | ongap,0.1740803997414048,0.1798732602438935,0.0057928605024887
QNT-14 window grid,night | us_dgs30|selfz|w252 | c2c,-0.0605046196256693,-0.0384837146353417,0.0220209049903276
QNT-14 window grid,night | us_dgs30|selfz|w252 | o2o,0.1367602911124467,-0.0593606980343522,-0.1961209891467989
QNT-14 window grid,night | us_dgs30|selfz|w252 | day,0.6081655679780722,0.4601758135117421,-0.14798975446633011
QNT-14 window grid,night | us_dgs30|selfz|w252 | ongap,0.0288107582618241,-0.0099339778048562,-0.0387447360666803
QNT-14 window grid,night | us_dgs30|robustz|w60 | c2c,0.1216136117673484,0.1065852772560359,-0.015028334511312497
QNT-14 window grid,night | us_dgs30|robustz|w60 | o2o,-0.0650681167045498,0.081961743444869,0.14702986014941882
QNT-14 window grid,night | us_dgs30|robustz|w60 | day,0.4479596528934803,0.3130637547805325,-0.13489589811294778
QNT-14 window grid,night | us_dgs30|robustz|w60 | ongap,0.2745103813003485,0.3052727806563923,0.0307623993560438
QNT-14 window grid,night | us_dgs30|robustz|w120 | c2c,-0.097638141019226,-0.0531695009864914,0.0444686400327346
QNT-14 window grid,night | us_dgs30|robustz|w120 | o2o,0.0007134200854608,-0.0336531712057931,-0.0343665912912539
QNT-14 window grid,night | us_dgs30|robustz|w120 | day,0.5090079636406549,0.3828899713907303,-0.12611799224992465
QNT-14 window grid,night | us_dgs30|robustz|w120 | ongap,0.2578767640009903,0.2350892850434148,-0.02278747895757549
QNT-14 window grid,night | us_dgs30|robustz|w252 | c2c,0.0213282890163625,0.0436670967930595,0.022338807776697004
QNT-14 window grid,night | us_dgs30|robustz|w252 | o2o,-0.0844562509123001,0.0187071151859775,0.10316336609827759
QNT-14 window grid,night | us_dgs30|robustz|w252 | day,0.4434046400284669,0.297916058899102,-0.1454885811293649
QNT-14 window grid,night | us_dgs30|robustz|w252 | ongap,-0.0539360532003149,-0.0317700403015548,0.0221660128987601
QNT-14 window grid,night | us_dgs30|bdtanh|w60 | c2c,0.1580055001776542,0.2122463878856864,0.054240887708032204
QNT-14 window grid,night | us_dgs30|bdtanh|w60 | o2o,-0.096710238782526,0.1378913556738946,0.2346015944564206
QNT-14 window grid,night | us_dgs30|bdtanh|w60 | day,0.4571808037151442,0.3205327077622035,-0.1366480959529407
QNT-14 window grid,night | us_dgs30|bdtanh|w60 | ongap,0.234061209024751,0.2294309896841946,-0.004630219340556407
QNT-14 window grid,night | us_dgs30|bdtanh|w120 | c2c,-0.1369285964211768,-0.0637609287128698,0.073167667708307
QNT-14 window grid,night | us_dgs30|bdtanh|w120 | o2o,-0.0166613073166206,-0.0596426711513291,-0.042981363834708505
QNT-14 window grid,night | us_dgs30|bdtanh|w120 | day,0.4626257965526477,0.3274380688538365,-0.1351877276988112
QNT-14 window grid,night | us_dgs30|bdtanh|w120 | ongap,0.1144589173222811,0.1356819106543719,0.02122299333209081
QNT-14 window grid,night | us_dgs30|bdtanh|w252 | c2c,4.3484676064844135e-05,0.030221841978704,0.030178357302639156
QNT-14 window grid,night | us_dgs30|bdtanh|w252 | o2o,0.118411411452632,0.0230965262579222,-0.09531488519470979
QNT-14 window grid,night | us_dgs30|bdtanh|w252 | day,0.5767854847525627,0.410383094035943,-0.16640239071661977
QNT-14 window grid,night | us_dgs30|bdtanh|w252 | ongap,0.0089073924075116,-0.0251865760322851,-0.0340939684397967
QNT-14 window grid,night | us_dgs30|rankc|w60 | c2c,0.0893124273777806,0.1363951312706989,0.04708270389291831
QNT-14 window grid,night | us_dgs30|rankc|w60 | o2o,-0.0174949770126488,0.0634750151879341,0.0809699922005829
QNT-14 window grid,night | us_dgs30|rankc|w60 | day,0.5454457950324081,0.3658702825900316,-0.17957551244237646
QNT-14 window grid,night | us_dgs30|rankc|w60 | ongap,0.2188272824292957,0.2752559709452983,0.056428688516002606
QNT-14 window grid,night | us_dgs30|rankc|w120 | c2c,-0.1013042784937767,0.0321687502739028,0.1334730287676795
QNT-14 window grid,night | us_dgs30|rankc|w120 | o2o,0.0526322570298752,0.0031779320362057,-0.0494543249936695
QNT-14 window grid,night | us_dgs30|rankc|w120 | day,0.5598640428388472,0.3610027390528847,-0.19886130378596245
QNT-14 window grid,night | us_dgs30|rankc|w120 | ongap,-0.2191631861288138,0.1478473350209129,0.3670105211497267
QNT-14 window grid,night | us_dgs30|rankc|w252 | c2c,-0.0544009389028106,-0.0767100301447827,-0.022309091241972098
QNT-14 window grid,night | us_dgs30|rankc|w252 | o2o,0.1312802743649344,-0.0884766620387404,-0.21975693640367477
QNT-14 window grid,night | us_dgs30|rankc|w252 | day,0.5953757121813392,0.4365820449521346,-0.15879366722920463
QNT-14 window grid,night | us_dgs30|rankc|w252 | ongap,-0.1106774415846325,0.0175739383646777,0.12825137994931018
QNT-14 window grid,night | us_dgs30|signth|w60 | c2c,0.1546646842236247,-0.2565654004589255,-0.4112300846825502
QNT-14 window grid,night | us_dgs30|signth|w60 | o2o,-0.0915688237479443,0.1233555404809234,0.21492436422886768
QNT-14 window grid,night | us_dgs30|signth|w60 | day,0.3883495894509871,0.2384347435609161,-0.14991484589007098
QNT-14 window grid,night | us_dgs30|signth|w60 | ongap,0.1348369033843746,0.1771114799722411,0.042274576587866514
QNT-14 window grid,night | us_dgs30|signth|w120 | c2c,-0.0809191774760395,-0.0102329296211392,0.0706862478549003
QNT-14 window grid,night | us_dgs30|signth|w120 | o2o,0.1217282045664955,-0.0901046982757715,-0.211832902842267
QNT-14 window grid,night | us_dgs30|signth|w120 | day,0.4273764393857043,0.1540231809060611,-0.2733532584796432
QNT-14 window grid,night | us_dgs30|signth|w120 | ongap,-0.0287650218875919,-0.0157693153569269,0.012995706530665
QNT-14 window grid,night | us_dgs30|signth|w252 | c2c,0.322510598730571,-0.0476856245364279,-0.37019622326699886
QNT-14 window grid,night | us_dgs30|signth|w252 | o2o,-0.2216366675576032,0.2128927073254992,0.4345293748831024
QNT-14 window grid,night | us_dgs30|signth|w252 | day,0.2333580685312096,-0.0794678376605733,-0.3128259061917829
QNT-14 window grid,night | us_dgs30|signth|w252 | ongap,-0.2846983746264185,0.0903139290673097,0.3750123036937282
QNT-14 window grid,night | us_dgs30|dev|w60 | c2c,-0.0331084914377193,-0.0104712424931787,0.022637248944540604
QNT-14 window grid,night | us_dgs30|dev|w60 | o2o,0.032978340208678,-0.022409527408913,-0.055387867617591
QNT-14 window grid,night | us_dgs30|dev|w60 | day,0.526370225674211,0.4464723307148998,-0.07989789495931121
QNT-14 window grid,night | us_dgs30|dev|w60 | ongap,0.2540375301518006,0.1969371722121222,-0.05710035793967838
QNT-14 window grid,night | us_dgs30|dev|w120 | c2c,0.083631711409942,0.1121051055510056,0.028473394141063604
QNT-14 window grid,night | us_dgs30|dev|w120 | o2o,0.1749115582499913,0.1210397358086721,-0.0538718224413192
QNT-14 window grid,night | us_dgs30|dev|w120 | day,0.6295168291854351,0.5135422644719934,-0.1159745647134417
QNT-14 window grid,night | us_dgs30|dev|w120 | ongap,0.0459604425303344,0.0171034216892415,-0.028857020841092897
QNT-14 window grid,night | us_dgs30|dev|w252 | c2c,0.2006128855287031,0.2263506349777468,0.025737749449043695
QNT-14 window grid,night | us_dgs30|dev|w252 | o2o,0.2811809572232593,0.234648519988778,-0.046532437234481305
QNT-14 window grid,night | us_dgs30|dev|w252 | day,0.5911387600902921,0.4846960983166227,-0.1064426617736694
QNT-14 window grid,night | us_dgs30|dev|w252 | ongap,0.1845407891272072,-0.2701431344678897,-0.4546839235950969
QNT-14 window grid,night | us_term_premium_10y|selfz|w60 | c2c,-0.0676212726443003,0.0064207415178086,0.0740420141621089
QNT-14 window grid,night | us_term_premium_10y|selfz|w60 | o2o,-0.0049814919191772,0.0326697650342625,0.037651256953439696
QNT-14 window grid,night | us_term_premium_10y|selfz|w60 | day,0.2679400789083974,0.1703011236819371,-0.0976389552264603
QNT-14 window grid,night | us_term_premium_10y|selfz|w60 | ongap,0.4183555504481134,0.4132944612039917,-0.005061089244121686
QNT-14 window grid,night | us_term_premium_10y|selfz|w120 | c2c,0.0661454451064977,0.0727806491926037,0.006635204086106003
QNT-14 window grid,night | us_term_premium_10y|selfz|w120 | o2o,-0.0006879745581159,0.083692241619558,0.0843802161776739
QNT-14 window grid,night | us_term_premium_10y|selfz|w120 | day,0.2077598870271524,0.0467805947061829,-0.1609792923209695
QNT-14 window grid,night | us_term_premium_10y|selfz|w120 | ongap,0.2710513211965436,0.2921159179091911,0.021064596712647488
QNT-14 window grid,night | us_term_premium_10y|selfz|w252 | c2c,0.0798298699963752,0.1341670078523614,0.054337137855986206
QNT-14 window grid,night | us_term_premium_10y|selfz|w252 | o2o,-0.0120302048174875,0.1069495747323891,0.1189797795498766
QNT-14 window grid,night | us_term_premium_10y|selfz|w252 | day,0.2340408509758818,0.1107297310758113,-0.12331111990007049
QNT-14 window grid,night | us_term_premium_10y|selfz|w252 | ongap,-0.1832054695752866,0.2068612026747497,0.39006667225003633
QNT-14 window grid,night | us_term_premium_10y|robustz|w60 | c2c,0.2026698059664829,0.1881634566651815,-0.014506349301301402
QNT-14 window grid,night | us_term_premium_10y|robustz|w60 | o2o,0.1406261306501641,0.2239175307846826,0.0832914001345185
QNT-14 window grid,night | us_term_premium_10y|robustz|w60 | day,0.0703967795116157,-0.02450471946279,-0.0949014989744057
QNT-14 window grid,night | us_term_premium_10y|robustz|w60 | ongap,0.396442225945065,0.364855847100038,-0.03158637884502702
QNT-14 window grid,night | us_term_premium_10y|robustz|w120 | c2c,0.1859515902121295,0.16486724830468,-0.02108434190744951
QNT-14 window grid,night | us_term_premium_10y|robustz|w120 | o2o,0.0681571692721822,0.2049339129550128,0.1367767436828306
QNT-14 window grid,night | us_term_premium_10y|robustz|w120 | day,0.1502103585014204,-0.0445185354941241,-0.1947288939955445
QNT-14 window grid,night | us_term_premium_10y|robustz|w120 | ongap,0.3181914126436139,0.2523150906412235,-0.06587632200239041
QNT-14 window grid,night | us_term_premium_10y|robustz|w252 | c2c,0.1260186982087994,0.1606258495809782,0.03460715137217879
QNT-14 window grid,night | us_term_premium_10y|robustz|w252 | o2o,0.0672467954340511,0.1520890152704391,0.08484221983638801
QNT-14 window grid,night | us_term_premium_10y|robustz|w252 | day,-0.2555698210917047,-0.17088510692477,0.08468471416693468
QNT-14 window grid,night | us_term_premium_10y|robustz|w252 | ongap,0.2713795704945081,0.2769211957775703,0.005541625283062179
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w60 | c2c,0.0501592031427649,-0.0270953917342123,-0.0772545948769772
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w60 | o2o,-0.0266823342195133,-0.0747739300942607,-0.0480915958747474
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w60 | day,0.2711736780801721,0.1781811586055449,-0.09299251947462722
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w60 | ongap,0.4544922577594816,0.4069997716797537,-0.04749248607972789
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w120 | c2c,0.036636871371951,0.041892332359286,0.005255460987335002
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w120 | o2o,0.0118944122798009,0.0841886676758889,0.072294255396088
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w120 | day,0.220531763951819,-0.1443172132756689,-0.3648489772274879
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w120 | ongap,0.3246877487027717,0.267176647021062,-0.0575111016817097
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w252 | c2c,0.1066444209120897,0.139534892437191,0.0328904715251013
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w252 | o2o,-0.0094608757109376,0.134179747510945,0.1436406232218826
